Endurance 2
Computer_Time_IST,Packet_ID,Speed_Kmph,RPM,LoRa_Timestamp,MPU_Gx,MPU_Gy,MPU_Gz
12:39:00.948,4741,5,111.98,1546306523,0.01,0.00,0.35
12:39:01.948,4742,7,136.14,1546306524,-0.03,0.00,0.22
12:39:02.948,4743,7,136.02,1546306525,0.01,0.01,-0.04
12:39:03.949,4744,5,105.36,1546306526,0.00,-0.00,-0.01
12:39:04.948,4745,3,62.92,1546306527,0.01,-0.01,-0.01
12:39:05.948,4746,1,24.16,1546306528,0.01,-0.01,-0.01
12:39:06.948,4747,0,0.00,1546306529,0.00,-0.01,-0.01
12:39:07.948,4748,0,0.00,1546306530,0.01,-0.01,-0.01
12:39:08.949,4749,0,0.00,1546306531,0.01,-0.01,-0.01
12:39:09.949,4750,0,0.00,1546306532,0.01,-0.01,-0.01
12:39:10.948,4751,0,0.00,1546306533,0.01,-0.01,-0.01
12:39:11.948,4752,0,0.00,1546306534,0.01,-0.01,-0.01
12:39:12.949,4753,0,0.00,1546306535,0.01,-0.00,-0.01
12:39:13.949,4754,0,0.96,1546306536,-0.02,-0.01,0.32
12:39:14.948,4755,1,32.62,1546306537,-0.01,0.01,0.74
12:39:15.948,4756,4,81.32,1546306538,-0.02,0.05,0.56
12:39:16.949,4757,6,131.66,1546306539,-0.01,0.02,0.44
12:39:17.949,4758,8,171.34,1546306540,0.03,0.01,0.12
12:39:18.948,4759,10,199.70,1546306541,-0.02,0.00,-0.00
12:39:19.948,4760,9,186.30,1546306542,0.01,-0.01,-0.01
12:39:20.949,4761,7,137.60,1546306543,0.00,-0.01,-0.01
12:39:21.948,4762,4,87.26,1546306544,0.00,-0.01,-0.01
12:39:22.948,4763,2,47.58,1546306545,0.00,-0.01,-0.01
12:39:23.948,4764,0,18.26,1546306546,0.01,-0.01,-0.01
12:39:24.949,4765,0,0.00,1546306547,0.00,-0.01,-0.01
12:39:25.948,4766,0,0.00,1546306548,0.01,-0.01,-0.01
12:39:26.948,4767,0,0.00,1546306549,0.01,-0.01,-0.01
12:39:27.949,4768,0,0.00,1546306550,0.00,-0.01,-0.01
12:39:28.949,4769,0,0.00,1546306551,0.00,-0.01,-0.01
12:39:29.948,4770,0,0.00,1546306552,0.00,-0.01,-0.04
12:39:30.949,4771,1,28.64,1546306553,0.02,-0.01,-0.09
12:39:31.949,4772,4,78.28,1546306554,-0.00,0.00,0.22
12:39:32.948,4773,111,2126.06,1546306555,0.04,-0.04,-0.16
12:39:33.948,4774,114,2189.92,1546306556,-0.01,0.02,0.26
12:39:34.949,4775,118,2272.78,1546306557,0.04,-0.08,-0.57
12:39:35.948,4776,121,2332.64,1546306558,0.02,0.03,0.69
12:39:36.948,4777,124,2379.04,1546306559,0.01,0.03,-0.76
12:39:37.949,4778,22,433.24,1546306560,0.01,0.02,0.02
12:39:38.948,4779,24,471.42,1546306561,-0.07,0.01,-0.05
12:39:39.948,4780,25,486.38,1546306562,0.01,-0.00,-0.10
12:39:40.949,4781,25,482.66,1546306563,-0.05,-0.03,-0.01
12:39:41.948,4782,24,462.60,1546306564,0.01,-0.00,0.00
12:39:42.949,4783,22,430.62,1546306565,0.01,0.01,-0.00
12:39:43.948,4784,20,393.48,1546306566,0.00,-0.03,0.07
12:39:44.948,4785,18,356.74,1546306567,0.03,-0.02,0.01
12:39:45.949,4786,17,329.66,1546306568,-0.01,-0.00,0.01
12:39:46.948,4787,16,308.18,1546306569,-0.00,-0.00,0.01
12:39:47.949,4788,14,286.44,1546306570,0.03,-0.01,0.02
12:39:48.948,4789,13,264.30,1546306571,-0.01,-0.01,0.02
12:39:49.948,4790,12,241.02,1546306572,0.04,-0.02,0.03
12:39:50.948,4791,11,215.14,1546306573,-0.01,-0.01,0.02
12:39:51.949,4792,9,187.68,1546306574,0.01,-0.01,-0.01
12:39:52.948,4793,8,161.30,1546306575,0.01,0.00,-0.01
12:39:53.948,4794,7,139.16,1546306576,0.01,-0.00,-0.01
12:39:54.949,4795,6,118.78,1546306577,0.00,-0.01,-0.01
12:39:55.948,4796,4,86.96,1546306578,0.00,-0.01,-0.01
12:39:56.948,4797,3,59.92,1546306579,0.02,-0.01,-0.01
12:39:57.949,4798,1,38.04,1546306580,0.01,-0.01,-0.01
12:39:58.948,4799,0,17.42,1546306581,0.01,-0.01,-0.01
12:39:59.948,4800,0,0.00,1546306582,0.00,-0.01,-0.01
12:40:00.949,4801,0,0.00,1546306583,0.00,-0.01,-0.01
12:40:01.948,4802,0,1.88,1546306584,0.00,-0.01,-0.01
12:40:02.948,4803,0,9.86,1546306585,-0.00,-0.01,-0.01
12:40:03.949,4804,1,21.52,1546306586,0.01,-0.01,-0.00
12:40:04.948,4805,1,36.64,1546306587,0.01,-0.01,-0.01
12:40:05.948,4806,1,36.64,1546306588,0.01,-0.01,-0.01
12:40:06.949,4807,1,34.76,1546306589,0.01,-0.01,-0.01
12:40:07.948,4808,1,26.78,1546306590,-0.00,-0.02,-0.01
12:40:08.948,4809,0,15.12,1546306591,0.01,-0.01,-0.01
12:40:09.948,4810,0,0.00,1546306592,0.01,-0.01,-0.01
12:40:10.949,4811,0,0.00,1546306593,0.00,-0.01,-0.01
12:40:11.948,4812,0,0.00,1546306594,0.00,-0.01,-0.01
12:40:12.948,4813,0,0.00,1546306595,0.01,-0.01,-0.01
12:40:13.949,4814,0,0.00,1546306596,0.00,-0.01,-0.01
12:40:14.948,4815,0,0.00,1546306597,0.00,-0.01,-0.01
12:40:15.948,4816,0,0.00,1546306598,0.01,-0.01,-0.01
12:40:16.949,4817,0,0.00,1546306599,0.00,-0.01,-0.01
12:40:17.948,4818,0,0.00,1546306600,0.00,-0.01,-0.01
12:40:18.948,4819,0,0.00,1546306601,0.01,-0.01,-0.01
12:40:19.949,4820,0,0.00,1546306602,0.01,-0.01,-0.01
12:40:20.948,4821,0,0.00,1546306603,0.00,-0.01,-0.01
12:40:21.949,4822,0,0.00,1546306604,0.01,-0.01,-0.01
12:40:22.949,4823,0,0.00,1546306605,0.00,-0.01,-0.01
12:40:23.948,4824,0,0.00,1546306606,0.00,-0.01,-0.01
12:40:24.948,4825,0,0.00,1546306607,0.01,-0.01,-0.01
12:40:25.949,4826,0,0.00,1546306608,0.01,-0.01,-0.01
12:40:26.948,4827,0,0.00,1546306609,0.01,-0.01,-0.01
12:40:27.948,4828,0,0.00,1546306610,0.00,-0.01,-0.01
12:40:28.949,4829,0,0.00,1546306611,0.00,-0.01,-0.01
12:40:29.948,4830,0,0.00,1546306612,0.00,-0.01,-0.01
12:40:30.948,4831,0,0.00,1546306613,0.01,-0.01,-0.01
12:40:31.949,4832,0,0.00,1546306614,0.00,-0.01,-0.01
12:40:32.948,4833,0,0.00,1546306615,0.01,-0.01,-0.01
12:40:33.948,4834,0,0.00,1546306616,0.01,-0.01,-0.01
12:40:34.949,4835,0,0.00,1546306617,0.01,-0.01,-0.01
12:40:35.948,4836,0,0.00,1546306618,0.00,-0.01,-0.01
12:40:36.949,4837,0,0.00,1546306619,0.00,-0.01,-0.01
12:40:37.949,4838,0,0.00,1546306620,0.00,-0.01,-0.01
12:40:38.948,4839,0,0.00,1546306621,0.01,-0.01,-0.01
12:40:39.948,4840,0,0.00,1546306622,0.01,-0.01,-0.01
12:40:40.949,4841,0,0.00,1546306623,0.01,-0.01,-0.01
12:40:41.949,4842,0,0.00,1546306624,0.01,-0.01,-0.01
12:40:42.948,4843,0,0.00,1546306625,0.00,-0.01,-0.01
12:40:43.948,4844,0,0.00,1546306626,0.01,-0.01,-0.01
12:40:44.948,4845,0,0.00,1546306627,0.00,-0.01,-0.01
12:40:45.949,4846,0,0.00,1546306628,0.00,-0.01,-0.01
12:40:46.949,4847,0,0.00,1546306629,0.00,-0.01,-0.01
12:40:47.948,4848,0,0.00,1546306630,0.00,-0.01,-0.01
12:40:48.948,4849,0,0.00,1546306631,0.00,-0.01,-0.01
12:40:49.948,4850,0,0.00,1546306632,0.00,-0.01,-0.01
12:40:50.949,4851,0,0.00,1546306633,0.01,-0.01,-0.01
12:40:51.949,4852,0,0.00,1546306634,0.01,-0.01,-0.01
12:40:52.949,4853,0,0.00,1546306635,0.01,-0.01,-0.01
12:40:53.948,4854,0,0.00,1546306636,0.00,-0.01,-0.01
12:40:54.948,4855,0,0.00,1546306637,0.01,-0.01,-0.01
12:40:55.949,4856,0,0.00,1546306638,0.00,-0.01,-0.01
12:40:56.949,4857,0,0.00,1546306639,0.01,-0.01,-0.01
12:40:57.948,4858,0,0.00,1546306640,0.00,-0.01,-0.01
12:40:58.948,4859,0,0.00,1546306641,0.01,-0.01,-0.01
12:40:59.949,4860,0,0.00,1546306642,0.01,-0.01,-0.01
12:41:00.948,4861,0,0.00,1546306643,0.00,-0.01,-0.01
12:41:01.948,4862,0,0.00,1546306644,0.01,-0.01,-0.01
12:41:02.949,4863,0,0.00,1546306645,0.01,-0.01,-0.01
12:41:03.948,4864,0,0.00,1546306646,0.00,-0.01,-0.01
12:41:04.949,4865,0,0.00,1546306647,0.00,-0.01,-0.01
12:41:05.948,4866,0,0.00,1546306648,0.00,-0.01,-0.01
12:41:06.948,4867,0,0.00,1546306649,0.00,-0.01,-0.01
12:41:07.949,4868,0,0.00,1546306650,0.00,-0.01,-0.01
12:41:08.948,4869,0,0.00,1546306651,0.00,-0.01,-0.01
12:41:09.949,4870,0,0.00,1546306652,0.00,-0.01,-0.01
12:41:10.948,4871,0,0.00,1546306653,0.00,-0.01,-0.01
12:41:11.949,4872,0,0.00,1546306654,0.00,-0.01,-0.01
12:41:12.948,4873,0,0.00,1546306655,0.01,-0.01,-0.01
12:41:13.949,4874,0,0.00,1546306656,0.00,-0.01,-0.01
12:41:14.948,4875,0,0.00,1546306657,0.01,-0.01,-0.01
12:41:15.949,4876,0,0.00,1546306658,0.01,-0.01,-0.01
12:41:16.948,4877,0,0.00,1546306659,0.01,-0.01,-0.01
12:41:17.949,4878,0,0.00,1546306660,0.01,-0.01,-0.01
12:41:18.948,4879,0,0.00,1546306661,0.00,-0.01,-0.01
12:41:19.948,4880,0,0.00,1546306662,0.01,-0.01,-0.01
12:41:20.948,4881,0,0.00,1546306663,0.00,-0.01,-0.01
12:41:21.948,4882,0,0.00,1546306664,0.01,-0.01,-0.01
12:41:22.949,4883,0,0.00,1546306665,0.00,-0.01,-0.01
12:41:23.948,4884,0,0.00,1546306666,0.01,-0.01,-0.01
12:41:24.949,4885,0,0.00,1546306667,0.00,-0.01,-0.01
12:41:25.948,4886,0,0.00,1546306668,0.00,-0.01,-0.01
12:41:26.949,4887,0,0.00,1546306669,0.01,-0.01,-0.01
12:41:27.949,4888,0,0.00,1546306670,0.00,-0.01,-0.01
12:41:28.948,4889,0,0.00,1546306671,0.00,-0.01,-0.01
12:41:29.949,4890,0,0.00,1546306672,0.01,-0.01,-0.01
12:41:30.948,4891,0,0.00,1546306673,0.00,-0.01,-0.01
12:41:31.949,4892,0,0.00,1546306674,0.00,-0.01,-0.01
12:41:32.948,4893,0,0.00,1546306675,0.00,-0.01,-0.01
12:41:33.949,4894,0,0.00,1546306676,0.00,-0.01,-0.01
12:41:34.948,4895,0,0.00,1546306677,0.00,-0.01,-0.01
12:41:35.949,4896,0,0.00,1546306678,0.00,-0.01,-0.01
12:41:36.948,4897,0,0.00,1546306679,0.01,-0.01,-0.01
12:41:37.949,4898,0,0.00,1546306680,0.01,-0.01,-0.01
12:41:38.948,4899,0,0.00,1546306681,0.00,-0.01,-0.01
12:41:39.949,4900,0,0.00,1546306682,0.00,-0.01,-0.01
12:41:40.948,4901,0,0.00,1546306683,0.01,-0.01,-0.01
12:41:41.949,4902,0,0.00,1546306684,0.00,-0.01,-0.01
12:41:42.948,4903,0,0.00,1546306685,0.01,-0.01,-0.01
12:41:43.949,4904,0,0.00,1546306686,0.01,-0.01,-0.01
12:41:44.948,4905,0,0.00,1546306687,0.00,-0.01,-0.01
12:41:45.949,4906,0,0.00,1546306688,0.00,-0.01,-0.01
12:41:46.948,4907,0,0.00,1546306689,0.00,-0.01,-0.01
12:41:47.949,4908,0,0.00,1546306690,0.00,-0.01,-0.01
12:41:48.948,4909,0,0.00,1546306691,0.00,-0.01,-0.01
12:41:49.949,4910,0,0.00,1546306692,0.00,-0.01,-0.01
12:41:50.948,4911,0,0.00,1546306693,0.01,-0.01,-0.01
12:41:51.949,4912,0,0.00,1546306694,0.00,-0.01,-0.01
12:41:52.948,4913,0,0.00,1546306695,0.00,-0.01,-0.01
12:41:53.949,4914,0,0.00,1546306696,0.00,-0.01,-0.01
12:41:54.948,4915,0,0.00,1546306697,0.01,-0.01,-0.01
12:41:55.949,4916,0,0.00,1546306698,0.01,-0.01,-0.01
12:41:56.948,4917,0,0.00,1546306699,0.00,-0.01,-0.01
12:41:57.948,4918,0,0.00,1546306700,0.01,-0.01,-0.01
12:41:58.948,4919,0,0.00,1546306701,0.01,-0.01,-0.01
12:41:59.948,4920,0,0.00,1546306702,0.01,-0.01,-0.01
12:42:00.949,4921,0,0.00,1546306703,0.01,-0.01,-0.01
12:42:01.948,4922,0,0.00,1546306704,0.00,-0.01,-0.01
12:42:02.949,4923,0,0.00,1546306705,0.01,-0.01,-0.01
12:42:03.948,4924,0,0.00,1546306706,0.00,-0.01,-0.01
12:42:04.949,4925,0,0.00,1546306707,0.01,-0.01,-0.01
12:42:05.948,4926,0,0.00,1546306708,0.00,-0.01,-0.01
12:42:06.949,4927,0,0.00,1546306709,0.01,-0.01,-0.01
12:42:07.948,4928,0,0.00,1546306710,0.00,-0.01,-0.01
12:42:08.949,4929,0,0.00,1546306711,0.01,-0.01,-0.01
12:42:09.948,4930,0,0.00,1546306712,0.00,-0.01,-0.01
12:42:10.949,4931,0,0.00,1546306713,0.01,-0.01,-0.01
12:42:11.948,4932,0,0.00,1546306714,0.01,-0.01,-0.01
12:42:12.949,4933,0,0.00,1546306715,0.00,-0.01,-0.01
12:42:13.948,4934,0,0.00,1546306716,0.01,-0.01,-0.01
12:42:14.949,4935,0,0.00,1546306717,0.01,-0.01,-0.01
12:42:15.948,4936,0,0.00,1546306718,0.00,-0.01,-0.01
12:42:16.949,4937,0,0.00,1546306719,0.00,-0.01,-0.01
12:42:17.948,4938,0,0.00,1546306720,-0.01,-0.01,-0.01
12:42:18.948,4939,0,0.00,1546306721,0.01,-0.01,-0.01
12:42:19.949,4940,0,0.00,1546306722,0.01,-0.01,-0.01
12:42:20.948,4941,0,0.00,1546306723,0.00,-0.00,-0.01
12:42:21.949,4942,0,0.00,1546306724,-0.02,-0.01,-0.01
12:42:22.948,4943,0,0.00,1546306725,0.00,-0.01,-0.01
12:42:23.949,4944,0,0.00,1546306726,0.01,-0.01,-0.01
12:42:24.948,4945,0,0.00,1546306727,0.01,-0.01,-0.01
12:42:25.948,4946,0,0.00,1546306728,0.01,-0.01,-0.01
12:42:26.949,4947,0,0.00,1546306729,0.00,-0.00,-0.01
12:42:27.948,4948,0,0.00,1546306730,0.01,-0.01,-0.01
12:42:28.949,4949,0,0.00,1546306731,0.00,-0.01,-0.01
12:42:29.948,4950,0,0.00,1546306732,0.00,-0.01,-0.01
12:42:30.949,4951,0,0.00,1546306733,0.01,-0.01,-0.01
12:42:31.948,4952,0,0.00,1546306734,0.01,-0.01,-0.01
12:42:32.948,4953,0,0.00,1546306735,0.01,-0.01,-0.01
12:42:33.949,4954,0,0.00,1546306736,0.00,-0.01,-0.01
12:42:34.948,4955,0,0.00,1546306737,0.00,-0.01,-0.01
12:42:35.949,4956,0,0.00,1546306738,0.01,-0.01,-0.01
12:42:36.948,4957,0,0.00,1546306739,0.00,-0.01,-0.01
12:42:37.948,4958,0,0.00,1546306740,0.00,-0.01,-0.01
12:42:38.949,4959,0,0.00,1546306741,0.00,-0.01,-0.01
12:42:39.948,4960,0,0.00,1546306742,0.00,-0.01,-0.01
12:42:40.948,4961,0,0.00,1546306743,0.00,-0.01,-0.01
12:42:41.949,4962,0,0.00,1546306744,0.00,-0.01,-0.01
12:42:42.948,4963,0,0.00,1546306745,0.01,-0.01,-0.01
12:42:43.949,4964,0,0.00,1546306746,0.00,-0.01,-0.01
12:42:44.949,4965,0,0.00,1546306747,0.00,-0.01,-0.01
12:42:45.948,4966,0,0.00,1546306748,0.00,-0.01,-0.01
12:42:46.949,4967,0,0.00,1546306749,0.00,-0.01,-0.01
12:42:47.948,4968,0,0.00,1546306750,0.01,-0.01,-0.01
12:42:48.948,4969,0,0.00,1546306751,0.00,-0.01,-0.01
12:42:49.949,4970,0,0.00,1546306752,0.00,-0.01,-0.01
12:42:50.948,4971,0,0.00,1546306753,0.00,-0.01,-0.01
12:42:51.948,4972,0,0.00,1546306754,0.00,-0.01,-0.01
12:42:52.949,4973,0,0.00,1546306755,0.01,-0.01,-0.01
12:42:53.948,4974,0,0.00,1546306756,0.00,-0.01,-0.01
12:42:54.948,4975,0,0.00,1546306757,0.00,-0.01,-0.01
12:42:55.949,4976,0,0.00,1546306758,0.00,-0.01,-0.01
12:42:56.949,4977,0,0.00,1546306759,0.01,-0.01,-0.01
12:42:57.948,4978,0,0.00,1546306760,0.01,-0.01,-0.01
12:42:58.948,4979,0,0.00,1546306761,0.00,-0.01,-0.01
12:42:59.949,4980,0,0.00,1546306762,0.00,-0.01,-0.01
12:43:00.949,4981,0,0.00,1546306763,0.01,-0.01,-0.01
12:43:01.948,4982,0,0.00,1546306764,0.01,-0.01,-0.01
12:43:02.948,4983,0,0.00,1546306765,0.01,-0.01,-0.01
12:43:03.948,4984,0,0.00,1546306766,0.01,-0.01,-0.01
12:43:04.949,4985,0,0.00,1546306767,0.01,-0.01,-0.01
12:43:05.949,4986,0,0.00,1546306768,0.00,-0.01,-0.01
12:43:06.948,4987,0,0.00,1546306769,0.01,-0.01,-0.01
12:43:07.949,4988,0,0.00,1546306770,0.00,-0.01,-0.01
12:43:08.948,4989,0,0.00,1546306771,0.01,-0.01,-0.01
12:43:09.948,4990,0,0.00,1546306772,0.00,-0.01,-0.01
12:43:10.949,4991,0,0.00,1546306773,0.00,-0.01,-0.01
12:43:11.948,4992,0,0.00,1546306774,0.00,-0.00,-0.01
12:43:12.949,4993,0,0.00,1546306775,0.00,-0.01,-0.01
12:43:13.948,4994,0,0.00,1546306776,0.01,-0.01,-0.01
12:43:14.948,4995,0,0.00,1546306777,0.01,-0.01,-0.01
12:43:15.949,4996,0,0.00,1546306778,0.01,-0.00,-0.01
12:43:16.948,4997,0,0.00,1546306779,0.00,-0.01,-0.01
12:43:17.949,4998,0,0.00,1546306780,0.01,-0.01,-0.01
12:43:18.948,4999,0,0.00,1546306781,0.00,-0.01,-0.01
12:43:19.949,5000,0,0.00,1546306782,0.00,-0.01,-0.01
12:43:20.948,5001,0,0.00,1546306783,0.00,-0.01,-0.01
12:43:21.949,5002,0,0.00,1546306784,0.00,-0.01,-0.01
12:43:22.949,5003,0,0.00,1546306785,0.00,-0.01,-0.01
12:43:23.948,5004,0,0.00,1546306786,0.00,-0.01,-0.01
12:43:24.949,5005,0,0.00,1546306787,0.00,-0.01,-0.01
12:43:25.948,5006,0,0.00,1546306788,0.01,-0.01,-0.01
12:43:26.948,5007,0,0.00,1546306789,0.01,-0.01,-0.01
12:43:27.949,5008,0,0.00,1546306790,0.01,-0.01,-0.01
12:43:28.948,5009,0,0.00,1546306791,0.01,-0.01,-0.01
12:43:29.949,5010,0,0.00,1546306792,0.00,-0.01,-0.01
12:43:30.948,5011,0,0.00,1546306793,0.00,-0.01,-0.01
12:43:31.948,5012,0,0.00,1546306794,0.00,-0.01,-0.01
12:43:32.949,5013,0,0.00,1546306795,0.00,-0.01,-0.01
12:43:33.948,5014,0,0.00,1546306796,0.01,-0.01,-0.01
12:43:34.948,5015,0,0.00,1546306797,0.01,-0.01,-0.01
12:43:35.949,5016,0,0.00,1546306798,0.00,-0.01,-0.01
12:43:36.948,5017,0,0.00,1546306799,0.00,-0.01,-0.01
12:43:37.949,5018,0,0.00,1546306800,0.01,-0.01,-0.01
12:43:38.948,5019,0,0.00,1546306801,0.00,-0.01,-0.01
12:43:39.948,5020,0,0.00,1546306802,0.00,-0.01,-0.01
12:43:40.949,5021,0,0.00,1546306803,0.01,-0.01,-0.01
12:43:41.948,5022,0,0.00,1546306804,0.00,-0.01,-0.01
12:43:42.949,5023,0,0.00,1546306805,0.00,-0.01,-0.01
12:43:43.948,5024,0,0.00,1546306806,0.01,-0.01,-0.01
12:43:44.949,5025,0,0.00,1546306807,0.00,-0.01,-0.01
12:43:45.948,5026,0,0.00,1546306808,0.01,-0.01,-0.01
12:43:46.949,5027,0,0.00,1546306809,0.00,-0.01,-0.01
12:43:47.948,5028,0,0.00,1546306810,0.00,-0.01,-0.01
12:43:48.949,5029,0,0.00,1546306811,0.01,-0.01,-0.01
12:43:49.948,5030,0,0.00,1546306812,0.00,-0.01,-0.01
12:43:50.949,5031,0,0.00,1546306813,0.00,-0.01,-0.01
12:43:51.948,5032,0,0.00,1546306814,0.00,-0.01,-0.01
