Computer_Time_IST,Packet_ID,Speed_Kmph,RPM,LoRa_Timestamp,MPU_Gx,MPU_Gy,MPU_Gz,Pack_Current_A,Pack_Voltage_V
12:37:27.948,4648,0,0.0,1546306430,0.005,-0.01,-0.01,1.0,80.18
12:37:28.949,4649,0,0.0,1546306431,0.007,-0.01,-0.01,1.0,80.18
12:37:29.948,4650,0,0.0,1546306432,0.007,-0.01,-0.01,1.0,80.18
12:37:30.948,4651,0,0.0,1546306433,0.007,-0.01,-0.01,1.0,80.18
12:37:31.948,4652,0,0.0,1546306434,0.007,-0.01,-0.01,1.0,80.18
12:37:32.949,4653,0,0.0,1546306435,0.01,-0.01,-0.007,1.0,80.18
12:37:33.948,4654,0,0.0,1546306436,0.007,-0.01,-0.007,1.0,80.18
12:37:34.948,4655,0,0.0,1546306437,0.003,-0.01,-0.007,1.0,80.18
12:37:35.948,4656,0,0.0,1546306438,0.0,-0.01,-0.01,1.0,80.18
12:37:36.949,4657,0,0.0,1546306439,0.0,-0.01,-0.01,1.0,80.18
12:37:37.949,4658,0,0.0,1546306440,0.0,-0.01,-0.01,1.0,80.18
12:37:38.948,4659,0,0.0,1546306441,0.003,-0.01,-0.01,1.0,80.18
12:37:39.948,4660,0,0.0,1546306442,0.003,-0.01,-0.01,1.0,80.18
12:37:40.948,4661,0,0.0,1546306443,0.003,-0.01,-0.01,1.0,80.18
12:37:41.949,4662,0,0.0,1546306444,0.003,-0.01,-0.01,1.0,80.18
12:37:42.949,4663,0,0.0,1546306445,0.007,-0.01,-0.01,1.0,80.18
12:37:43.949,4664,0,0.0,1546306446,0.01,-0.007,-0.01,1.0,80.18
12:37:44.948,4665,0,0.0,1546306447,0.01,-0.007,-0.01,1.0,80.18
12:37:45.948,4666,0,0.0,1546306448,0.01,-0.007,-0.01,1.0,80.18
12:37:46.948,4667,0,0.0,1546306449,0.007,-0.01,-0.01,1.0,80.18
12:37:47.948,4668,0,0.0,1546306450,0.007,-0.01,-0.01,1.0,80.18
12:37:48.948,4669,0,0.0,1546306451,0.003,-0.01,-0.01,1.0,80.18
12:37:49.949,4670,0,0.0,1546306452,0.007,-0.01,-0.01,1.0,80.18
12:37:50.949,4671,0,0.0,1546306453,0.003,-0.007,-0.01,1.0,80.18
12:37:51.948,4672,0,0.0,1546306454,0.003,-0.003,-0.01,1.0,80.18
12:37:52.948,4673,0,0.0,1546306455,0.0,-0.003,-0.01,1.0,80.18
12:37:53.948,4674,0,0.0,1546306456,0.003,-0.007,-0.01,1.0,80.18
12:37:54.948,4675,0,0.0,1546306457,0.003,-0.01,-0.01,1.0,80.18
12:37:55.948,4676,0,0.0,1546306458,0.007,-0.01,-0.01,1.0,80.18
12:37:56.949,4677,0,0.0,1546306459,0.003,-0.01,-0.01,1.0,80.18
12:37:57.949,4678,0,0.0,1546306460,0.003,-0.01,-0.01,1.0,80.18
12:37:58.948,4679,0,0.0,1546306461,0.0,-0.01,-0.01,1.0,80.18
12:37:59.948,4680,0,0.0,1546306462,0.003,-0.01,-0.01,1.0,80.18
12:38:00.948,4681,0,0.0,1546306463,0.003,-0.01,-0.01,1.0,80.18
12:38:01.948,4682,0,0.0,1546306464,0.003,-0.007,-0.01,1.0,80.18
12:38:02.949,4683,0,0.0,1546306465,0.0,-0.007,-0.01,1.0,80.18
12:38:03.949,4684,0,0.0,1546306466,0.003,-0.007,-0.01,1.0,80.18
12:38:04.949,4685,0,0.0,1546306467,0.007,-0.01,-0.01,1.0,80.18
12:38:05.948,4686,0,0.0,1546306468,0.007,-0.01,-0.01,1.0,80.18
12:38:06.948,4687,0,0.0,1546306469,0.007,-0.01,-0.01,1.0,80.18
12:38:07.948,4688,0,0.0,1546306470,0.003,-0.01,-0.01,1.0,80.18
12:38:08.948,4689,0,0.0,1546306471,0.007,-0.003,-0.01,1.0,80.18
12:38:09.949,4690,0,0.0,1546306472,0.003,-0.003,-0.01,1.0,80.18
12:38:10.949,4691,0,0.0,1546306473,0.003,-0.003,-0.01,1.0,80.18
12:38:11.948,4692,0,0.0,1546306474,0.0,-0.01,-0.01,1.0,80.18
12:38:12.948,4693,0,0.0,1546306475,0.0,-0.01,-0.01,1.0,80.18
12:38:13.948,4694,0,0.0,1546306476,0.0,-0.01,-0.01,1.0,80.18
12:38:14.948,4695,0,0.0,1546306477,0.0,-0.01,-0.01,1.0,80.18
12:38:15.948,4696,0,0.0,1546306478,0.003,-0.01,-0.01,1.0,80.18
12:38:16.949,4697,0,0.0,1546306479,0.007,-0.01,-0.01,1.0,80.18
12:38:17.949,4698,0,0.0,1546306480,0.007,-0.01,-0.01,1.0,80.18
12:38:18.948,4699,0,0.0,1546306481,0.003,-0.01,-0.01,1.0,80.18
12:38:19.948,4700,0,0.0,1546306482,0.003,-0.01,-0.01,1.0,80.18
12:38:20.948,4701,0,0.0,1546306483,0.003,-0.01,-0.01,1.0,80.18
12:38:21.949,4702,0,0.0,1546306484,0.003,-0.01,-0.01,1.0,80.17
12:38:22.949,4703,0,0.0,1546306485,0.0,-0.01,-0.01,1.0,80.17
12:38:23.949,4704,0,0.0,1546306486,0.003,-0.01,-0.01,1.0,80.17
12:38:24.948,4705,0,0.0,1546306487,0.003,-0.007,-0.01,1.0,80.17
12:38:25.948,4706,0,0.0,1546306488,0.007,-0.007,-0.01,1.0,80.17
12:38:26.948,4707,0,0.0,1546306489,0.003,-0.007,-0.01,1.0,80.17
12:38:27.949,4708,0,0.0,1546306490,0.007,-0.01,-0.01,1.0,80.17
12:38:28.949,4709,0,0.0,1546306491,0.007,-0.007,-0.01,1.0,80.17
12:38:29.949,4710,0,0.0,1546306492,0.007,-0.007,-0.01,1.0,80.17
12:38:30.948,4711,0,0.0,1546306493,0.003,-0.007,-0.01,1.0,80.17
12:38:31.948,4712,0,0.0,1546306494,0.0,-0.01,-0.01,1.0,80.17
12:38:32.948,4713,0,0.0,1546306495,0.0,-0.01,-0.01,1.0,80.17
12:38:33.948,4714,0,0.0,1546306496,0.0,-0.01,-0.01,1.0,80.17
12:38:34.949,4715,0,0.0,1546306497,0.003,-0.01,-0.01,1.0,80.17
12:38:35.949,4716,0,0.0,1546306498,0.007,-0.007,-0.01,1.0,80.17
12:38:36.948,4717,0,0.0,1546306499,0.007,-0.007,-0.007,1.0,80.17
12:38:37.948,4718,0,0.0,1546306500,0.007,-0.007,-0.007,1.0,80.17
12:38:38.949,4719,0,0.0,1546306501,0.003,-0.01,-0.003,1.0,80.17
12:38:39.949,4720,0,0.0,1546306502,0.003,-0.003,-0.007,1.0,80.17
12:38:40.948,4721,0,0.0,1546306503,0.003,-0.003,-0.007,1.0,80.17
12:38:41.948,4722,0,0.0,1546306504,0.007,-0.003,-0.01,1.0,80.17
12:38:42.949,4723,0,0.0,1546306505,0.007,-0.01,-0.01,1.0,80.17
12:38:43.949,4724,0,0.0,1546306506,0.007,-0.007,-0.01,1.0,80.17
12:38:44.948,4725,0,0.0,1546306507,0.007,-0.007,-0.01,1.0,80.17
12:38:45.948,4726,0,0.0,1546306508,0.01,-0.007,-0.01,1.0,80.17
12:38:46.949,4727,0,0.0,1546306509,0.01,-0.01,-0.01,1.0,80.17
12:38:47.949,4728,0,0.0,1546306510,0.01,-0.01,-0.01,1.0,80.17
12:38:48.948,4729,0,0.0,1546306511,0.01,-0.01,-0.01,1.0,80.17
12:38:49.949,4730,0,0.0,1546306512,0.01,-0.01,-0.01,1.0,80.17
12:38:50.949,4731,0,0.0,1546306513,0.01,-0.013,-0.01,1.0,80.17
12:38:51.948,4732,0,0.0,1546306514,0.007,-0.013,-0.01,1.0,80.17
12:38:52.948,4733,0,0.0,1546306515,0.003,-0.01,-0.01,1.0,80.17
12:38:53.948,4734,0,0.0,1546306516,0.003,-0.007,-0.01,1.0,80.17
12:38:54.949,4735,0,0.0,1546306517,0.003,-0.007,-0.01,1.0,80.17
12:38:55.949,4736,0,0.0,1546306518,0.007,-0.01,-0.01,1.0,80.17
12:38:56.948,4737,0,0.0,1546306519,-0.007,0.003,-0.02,1.0,80.17
12:38:57.948,4738,0,0.12,1546306520,0.01,0.0,-0.007,1.0,80.17
12:38:58.949,4739,1,30.78,1546306521,0.007,0.003,0.083,4.39,80.1
12:38:59.949,4740,3,73.22,1546306522,0.02,-0.007,0.213,7.63,80.04
12:39:00.948,4741,5,111.98,1546306523,-0.007,0.0,0.277,7.57,80.04
12:39:01.948,4742,7,136.14,1546306524,-0.003,0.003,0.177,8.6,80.02
12:39:02.948,4743,7,136.02,1546306525,-0.007,0.003,0.057,8.0,80.03
12:39:03.949,4744,5,105.36,1546306526,0.007,0.0,-0.02,6.56,80.06
12:39:04.948,4745,3,62.92,1546306527,0.007,-0.007,-0.01,4.56,80.1
12:39:05.948,4746,1,24.16,1546306528,0.007,-0.01,-0.01,2.56,80.14
12:39:06.948,4747,0,0.0,1546306529,0.007,-0.01,-0.01,1.0,80.17
12:39:07.948,4748,0,0.0,1546306530,0.007,-0.01,-0.01,1.0,80.17
12:39:08.949,4749,0,0.0,1546306531,0.01,-0.01,-0.01,1.0,80.17
12:39:09.949,4750,0,0.0,1546306532,0.01,-0.01,-0.01,1.0,80.17
12:39:10.948,4751,0,0.0,1546306533,0.01,-0.01,-0.01,1.0,80.17
12:39:11.948,4752,0,0.0,1546306534,0.01,-0.007,-0.01,1.0,80.17
12:39:12.949,4753,0,0.0,1546306535,0.0,-0.007,0.1,1.0,80.17
12:39:13.949,4754,0,0.96,1546306536,-0.007,0.0,0.35,1.0,80.17
12:39:14.948,4755,1,32.62,1546306537,-0.017,0.017,0.54,4.01,80.11
12:39:15.948,4756,4,81.32,1546306538,-0.013,0.027,0.58,7.48,80.04
12:39:16.949,4757,6,131.66,1546306539,0.0,0.027,0.373,9.25,80.0
12:39:17.949,4758,8,171.34,1546306540,-0.0,0.01,0.187,10.7,79.97
12:39:18.948,4759,10,199.7,1546306541,0.007,0.0,0.037,11.93,79.94
12:39:19.948,4760,9,186.3,1546306542,-0.003,-0.007,-0.007,10.0,79.98
12:39:20.949,4761,7,137.6,1546306543,0.003,-0.01,-0.01,8.24,80.02
12:39:21.948,4762,4,87.26,1546306544,0.0,-0.01,-0.01,5.0,80.08
12:39:22.948,4763,2,47.58,1546306545,0.003,-0.01,-0.01,3.24,80.12
12:39:23.948,4764,0,18.26,1546306546,0.003,-0.01,-0.01,1.0,80.16
12:39:24.949,4765,0,0.0,1546306547,0.007,-0.01,-0.01,1.0,80.16
12:39:25.948,4766,0,0.0,1546306548,0.007,-0.01,-0.01,1.0,80.16
12:39:26.948,4767,0,0.0,1546306549,0.007,-0.01,-0.01,1.0,80.16
12:39:27.949,4768,0,0.0,1546306550,0.003,-0.01,-0.01,1.0,80.16
12:39:28.949,4769,0,0.0,1546306551,0.0,-0.01,-0.02,1.0,80.16
12:39:29.948,4770,0,0.0,1546306552,0.007,-0.01,-0.047,1.0,80.16
12:39:30.949,4771,1,28.64,1546306553,0.007,-0.007,0.03,4.52,80.09
12:39:31.949,4772,4,78.28,1546306554,0.02,-0.017,-0.01,59.04,78.99
12:39:32.948,4773,7,2126.06,1546306555,0.01,-0.007,0.107,61.59,78.94
12:39:33.948,4774,10,2189.92,1546306556,0.023,-0.033,-0.157,16.51,79.84
12:39:34.949,4775,13,2272.78,1546306557,0.017,-0.01,0.127,18.93,79.79
12:39:35.948,4776,16,2332.64,1546306558,0.023,-0.007,-0.213,21.5,79.73
12:39:36.948,4777,19,2379.04,1546306559,0.013,0.027,-0.017,21.04,79.74
12:39:37.949,4778,22,433.24,1546306560,-0.017,0.02,-0.263,23.0,79.7
12:39:38.948,4779,24,471.42,1546306561,-0.017,0.01,-0.043,26.33,79.63
12:39:39.948,4780,25,486.38,1546306562,-0.037,-0.007,-0.053,26.28,79.63
12:39:40.949,4781,25,482.66,1546306563,-0.01,-0.01,-0.037,26.0,79.63
12:39:41.948,4782,24,462.6,1546306564,-0.01,-0.007,-0.003,25.0,79.65
12:39:42.949,4783,22,430.62,1546306565,0.007,-0.007,0.023,23.56,79.68
12:39:43.948,4784,20,393.48,1546306566,0.013,-0.013,0.027,22.04,79.7
12:39:44.948,4785,18,356.74,1546306567,0.007,-0.017,0.03,19.56,79.75
12:39:45.949,4786,17,329.66,1546306568,0.007,-0.007,0.01,18.56,79.77
12:39:46.948,4787,16,308.18,1546306569,0.007,-0.003,0.013,17.56,79.79
12:39:47.949,4788,14,286.44,1546306570,0.007,-0.007,0.017,15.56,79.83
12:39:48.948,4789,13,264.3,1546306571,0.02,-0.013,0.023,15.6,79.83
12:39:49.948,4790,12,241.02,1546306572,0.007,-0.013,0.023,13.56,79.86
12:39:50.948,4791,11,215.14,1546306573,0.013,-0.013,0.013,13.04,79.87
12:39:51.949,4792,9,187.68,1546306574,0.003,-0.007,0.0,10.24,79.93
12:39:52.948,4793,8,161.3,1546306575,0.01,-0.003,-0.01,9.8,79.94
12:39:53.948,4794,7,139.16,1546306576,0.007,-0.003,-0.01,8.56,79.96
12:39:54.949,4795,6,118.78,1546306577,0.003,-0.007,-0.01,7.24,79.99
12:39:55.948,4796,4,86.96,1546306578,0.007,-0.01,-0.01,5.56,80.02
12:39:56.948,4797,3,59.92,1546306579,0.01,-0.01,-0.01,4.8,80.03
12:39:57.949,4798,1,38.04,1546306580,0.013,-0.01,-0.01,3.04,80.07
12:39:58.948,4799,0,17.42,1546306581,0.007,-0.01,-0.01,1.0,80.11
12:39:59.948,4800,0,0.0,1546306582,0.003,-0.01,-0.01,1.0,80.11
12:40:00.949,4801,0,0.0,1546306583,0.0,-0.01,-0.01,1.0,80.11
12:40:01.948,4802,0,1.88,1546306584,-0.0,-0.01,-0.01,1.0,80.11
12:40:02.948,4803,0,9.86,1546306585,0.003,-0.01,-0.007,1.0,80.11
12:40:03.949,4804,1,21.52,1546306586,0.007,-0.01,-0.007,3.23,80.06
12:40:04.948,4805,1,36.64,1546306587,0.01,-0.01,-0.007,3.18,80.07
12:40:05.948,4806,1,36.64,1546306588,0.01,-0.01,-0.01,2.8,80.07
12:40:06.949,4807,1,34.76,1546306589,0.007,-0.013,-0.01,2.56,80.08
12:40:07.948,4808,1,26.78,1546306590,0.007,-0.013,-0.01,2.56,80.08
12:40:08.948,4809,0,15.12,1546306591,0.007,-0.013,-0.01,1.0,80.11
12:40:09.948,4810,0,0.0,1546306592,0.007,-0.01,-0.01,1.0,80.11
12:40:10.949,4811,0,0.0,1546306593,0.003,-0.01,-0.01,1.0,80.11
12:40:11.948,4812,0,0.0,1546306594,0.003,-0.01,-0.01,1.0,80.11
12:40:12.948,4813,0,0.0,1546306595,0.003,-0.01,-0.01,1.0,80.11
12:40:13.949,4814,0,0.0,1546306596,0.003,-0.01,-0.01,1.0,80.11
12:40:14.948,4815,0,0.0,1546306597,0.003,-0.01,-0.01,1.0,80.11
12:40:15.948,4816,0,0.0,1546306598,0.003,-0.01,-0.01,1.0,80.11
12:40:16.949,4817,0,0.0,1546306599,0.003,-0.01,-0.01,1.0,80.11
12:40:17.948,4818,0,0.0,1546306600,0.003,-0.01,-0.01,1.0,80.11
12:40:18.948,4819,0,0.0,1546306601,0.007,-0.01,-0.01,1.0,80.11
12:40:19.949,4820,0,0.0,1546306602,0.007,-0.01,-0.01,1.0,80.11
12:40:20.948,4821,0,0.0,1546306603,0.007,-0.01,-0.01,1.0,80.11
12:40:21.949,4822,0,0.0,1546306604,0.003,-0.01,-0.01,1.0,80.11
12:40:22.949,4823,0,0.0,1546306605,0.003,-0.01,-0.01,1.0,80.11
12:40:23.948,4824,0,0.0,1546306606,0.003,-0.01,-0.01,1.0,80.11
12:40:24.948,4825,0,0.0,1546306607,0.007,-0.01,-0.01,1.0,80.11
12:40:25.949,4826,0,0.0,1546306608,0.01,-0.01,-0.01,1.0,80.11
12:40:26.948,4827,0,0.0,1546306609,0.007,-0.01,-0.01,1.0,80.11
12:40:27.948,4828,0,0.0,1546306610,0.003,-0.01,-0.01,1.0,80.11
12:40:28.949,4829,0,0.0,1546306611,0.0,-0.01,-0.01,1.0,80.11
12:40:29.948,4830,0,0.0,1546306612,0.003,-0.01,-0.01,1.0,80.11
12:40:30.948,4831,0,0.0,1546306613,0.003,-0.01,-0.01,1.0,80.11
12:40:31.949,4832,0,0.0,1546306614,0.007,-0.01,-0.01,1.0,80.11
12:40:32.948,4833,0,0.0,1546306615,0.007,-0.01,-0.01,1.0,80.11
12:40:33.948,4834,0,0.0,1546306616,0.01,-0.01,-0.01,1.0,80.11
12:40:34.949,4835,0,0.0,1546306617,0.007,-0.01,-0.01,1.0,80.11
12:40:35.948,4836,0,0.0,1546306618,0.003,-0.01,-0.01,1.0,80.11
12:40:36.949,4837,0,0.0,1546306619,0.0,-0.01,-0.01,1.0,80.11
12:40:37.949,4838,0,0.0,1546306620,0.003,-0.01,-0.01,1.0,80.11
12:40:38.948,4839,0,0.0,1546306621,0.007,-0.01,-0.01,1.0,80.11
12:40:39.948,4840,0,0.0,1546306622,0.01,-0.01,-0.01,1.0,80.11
12:40:40.949,4841,0,0.0,1546306623,0.01,-0.01,-0.01,1.0,80.11
12:40:41.949,4842,0,0.0,1546306624,0.007,-0.01,-0.01,1.0,80.11
12:40:42.948,4843,0,0.0,1546306625,0.007,-0.01,-0.01,1.0,80.11
12:40:43.948,4844,0,0.0,1546306626,0.003,-0.01,-0.01,1.0,80.11
12:40:44.948,4845,0,0.0,1546306627,0.003,-0.01,-0.01,1.0,80.1
12:40:45.949,4846,0,0.0,1546306628,0.0,-0.01,-0.01,1.0,80.1
12:40:46.949,4847,0,0.0,1546306629,0.0,-0.01,-0.01,1.0,80.1
12:40:47.948,4848,0,0.0,1546306630,0.0,-0.01,-0.01,1.0,80.1
12:40:48.948,4849,0,0.0,1546306631,0.0,-0.01,-0.01,1.0,80.1
12:40:49.948,4850,0,0.0,1546306632,0.003,-0.01,-0.01,1.0,80.1
12:40:50.949,4851,0,0.0,1546306633,0.007,-0.01,-0.01,1.0,80.1
12:40:51.949,4852,0,0.0,1546306634,0.01,-0.01,-0.01,1.0,80.1
12:40:52.949,4853,0,0.0,1546306635,0.007,-0.01,-0.01,1.0,80.1
12:40:53.948,4854,0,0.0,1546306636,0.007,-0.01,-0.01,1.0,80.1
12:40:54.948,4855,0,0.0,1546306637,0.003,-0.01,-0.01,1.0,80.1
12:40:55.949,4856,0,0.0,1546306638,0.007,-0.01,-0.01,1.0,80.1
12:40:56.949,4857,0,0.0,1546306639,0.003,-0.01,-0.01,1.0,80.1
12:40:57.948,4858,0,0.0,1546306640,0.007,-0.01,-0.01,1.0,80.1
12:40:58.948,4859,0,0.0,1546306641,0.007,-0.01,-0.01,1.0,80.1
12:40:59.949,4860,0,0.0,1546306642,0.007,-0.01,-0.01,1.0,80.1
12:41:00.948,4861,0,0.0,1546306643,0.007,-0.01,-0.01,1.0,80.1
12:41:01.948,4862,0,0.0,1546306644,0.007,-0.01,-0.01,1.0,80.1
12:41:02.949,4863,0,0.0,1546306645,0.007,-0.01,-0.01,1.0,80.1
12:41:03.948,4864,0,0.0,1546306646,0.003,-0.01,-0.01,1.0,80.1
12:41:04.949,4865,0,0.0,1546306647,0.0,-0.01,-0.01,1.0,80.1
12:41:05.948,4866,0,0.0,1546306648,0.0,-0.01,-0.01,1.0,80.1
12:41:06.948,4867,0,0.0,1546306649,0.0,-0.01,-0.01,1.0,80.1
12:41:07.949,4868,0,0.0,1546306650,0.0,-0.01,-0.01,1.0,80.1
12:41:08.948,4869,0,0.0,1546306651,0.0,-0.01,-0.01,1.0,80.1
12:41:09.949,4870,0,0.0,1546306652,0.0,-0.01,-0.01,1.0,80.1
12:41:10.948,4871,0,0.0,1546306653,0.0,-0.01,-0.01,1.0,80.1
12:41:11.949,4872,0,0.0,1546306654,0.003,-0.01,-0.01,1.0,80.1
12:41:12.948,4873,0,0.0,1546306655,0.003,-0.01,-0.01,1.0,80.1
12:41:13.949,4874,0,0.0,1546306656,0.007,-0.01,-0.01,1.0,80.1
12:41:14.948,4875,0,0.0,1546306657,0.007,-0.01,-0.01,1.0,80.1
12:41:15.949,4876,0,0.0,1546306658,0.01,-0.01,-0.01,1.0,80.1
12:41:16.948,4877,0,0.0,1546306659,0.01,-0.01,-0.01,1.0,80.1
12:41:17.949,4878,0,0.0,1546306660,0.007,-0.01,-0.01,1.0,80.1
12:41:18.948,4879,0,0.0,1546306661,0.007,-0.01,-0.01,1.0,80.1
12:41:19.948,4880,0,0.0,1546306662,0.003,-0.01,-0.01,1.0,80.1
12:41:20.948,4881,0,0.0,1546306663,0.007,-0.01,-0.01,1.0,80.1
12:41:21.948,4882,0,0.0,1546306664,0.003,-0.01,-0.01,1.0,80.1
12:41:22.949,4883,0,0.0,1546306665,0.007,-0.01,-0.01,1.0,80.1
12:41:23.948,4884,0,0.0,1546306666,0.003,-0.01,-0.01,1.0,80.1
12:41:24.949,4885,0,0.0,1546306667,0.003,-0.01,-0.01,1.0,80.1
12:41:25.948,4886,0,0.0,1546306668,0.003,-0.01,-0.01,1.0,80.1
12:41:26.949,4887,0,0.0,1546306669,0.003,-0.01,-0.01,1.0,80.1
12:41:27.949,4888,0,0.0,1546306670,0.003,-0.01,-0.01,1.0,80.1
12:41:28.948,4889,0,0.0,1546306671,0.003,-0.01,-0.01,1.0,80.1
12:41:29.949,4890,0,0.0,1546306672,0.003,-0.01,-0.01,1.0,80.1
12:41:30.948,4891,0,0.0,1546306673,0.003,-0.01,-0.01,1.0,80.1
12:41:31.949,4892,0,0.0,1546306674,0.0,-0.01,-0.01,1.0,80.1
12:41:32.948,4893,0,0.0,1546306675,0.0,-0.01,-0.01,1.0,80.1
12:41:33.949,4894,0,0.0,1546306676,0.0,-0.01,-0.01,1.0,80.1
12:41:34.948,4895,0,0.0,1546306677,0.0,-0.01,-0.01,1.0,80.1
12:41:35.949,4896,0,0.0,1546306678,0.003,-0.01,-0.01,1.0,80.1
12:41:36.948,4897,0,0.0,1546306679,0.007,-0.01,-0.01,1.0,80.1
12:41:37.949,4898,0,0.0,1546306680,0.007,-0.01,-0.01,1.0,80.1
12:41:38.948,4899,0,0.0,1546306681,0.003,-0.01,-0.01,1.0,80.1
12:41:39.949,4900,0,0.0,1546306682,0.003,-0.01,-0.01,1.0,80.1
12:41:40.948,4901,0,0.0,1546306683,0.003,-0.01,-0.01,1.0,80.1
12:41:41.949,4902,0,0.0,1546306684,0.007,-0.01,-0.01,1.0,80.1
12:41:42.948,4903,0,0.0,1546306685,0.007,-0.01,-0.01,1.0,80.1
12:41:43.949,4904,0,0.0,1546306686,0.007,-0.01,-0.01,1.0,80.1
12:41:44.948,4905,0,0.0,1546306687,0.003,-0.01,-0.01,1.0,80.1
12:41:45.949,4906,0,0.0,1546306688,0.0,-0.01,-0.01,1.0,80.1
12:41:46.948,4907,0,0.0,1546306689,0.0,-0.01,-0.01,1.0,80.1
12:41:47.949,4908,0,0.0,1546306690,0.0,-0.01,-0.01,1.0,80.1
12:41:48.948,4909,0,0.0,1546306691,0.0,-0.01,-0.01,1.0,80.1
12:41:49.949,4910,0,0.0,1546306692,0.003,-0.01,-0.01,1.0,80.1
12:41:50.948,4911,0,0.0,1546306693,0.003,-0.01,-0.01,1.0,80.1
12:41:51.949,4912,0,0.0,1546306694,0.003,-0.01,-0.01,1.0,80.1
12:41:52.948,4913,0,0.0,1546306695,0.0,-0.01,-0.01,1.0,80.1
12:41:53.949,4914,0,0.0,1546306696,0.003,-0.01,-0.01,1.0,80.1
12:41:54.948,4915,0,0.0,1546306697,0.007,-0.01,-0.01,1.0,80.1
12:41:55.949,4916,0,0.0,1546306698,0.007,-0.01,-0.01,1.0,80.1
12:41:56.948,4917,0,0.0,1546306699,0.007,-0.01,-0.01,1.0,80.1
12:41:57.948,4918,0,0.0,1546306700,0.007,-0.01,-0.01,1.0,80.1
12:41:58.948,4919,0,0.0,1546306701,0.01,-0.01,-0.01,1.0,80.1
12:41:59.948,4920,0,0.0,1546306702,0.01,-0.01,-0.01,1.0,80.1
12:42:00.949,4921,0,0.0,1546306703,0.007,-0.01,-0.01,1.0,80.1
12:42:01.948,4922,0,0.0,1546306704,0.007,-0.01,-0.01,1.0,80.1
12:42:02.949,4923,0,0.0,1546306705,0.003,-0.01,-0.01,1.0,80.1
12:42:03.948,4924,0,0.0,1546306706,0.007,-0.01,-0.01,1.0,80.1
12:42:04.949,4925,0,0.0,1546306707,0.003,-0.01,-0.01,1.0,80.1
12:42:05.948,4926,0,0.0,1546306708,0.007,-0.01,-0.01,1.0,80.1
12:42:06.949,4927,0,0.0,1546306709,0.003,-0.01,-0.01,1.0,80.1
12:42:07.948,4928,0,0.0,1546306710,0.007,-0.01,-0.01,1.0,80.1
12:42:08.949,4929,0,0.0,1546306711,0.003,-0.01,-0.01,1.0,80.1
12:42:09.948,4930,0,0.0,1546306712,0.007,-0.01,-0.01,1.0,80.1
12:42:10.949,4931,0,0.0,1546306713,0.007,-0.01,-0.01,1.0,80.1
12:42:11.948,4932,0,0.0,1546306714,0.007,-0.01,-0.01,1.0,80.1
12:42:12.949,4933,0,0.0,1546306715,0.007,-0.01,-0.01,1.0,80.1
12:42:13.948,4934,0,0.0,1546306716,0.007,-0.01,-0.01,1.0,80.1
12:42:14.949,4935,0,0.0,1546306717,0.007,-0.01,-0.01,1.0,80.1
12:42:15.948,4936,0,0.0,1546306718,0.003,-0.01,-0.01,1.0,80.1
12:42:16.949,4937,0,0.0,1546306719,-0.003,-0.01,-0.01,1.0,80.1
12:42:17.948,4938,0,0.0,1546306720,0.0,-0.01,-0.01,1.0,80.1
12:42:18.948,4939,0,0.0,1546306721,0.003,-0.01,-0.01,1.0,80.1
12:42:19.949,4940,0,0.0,1546306722,0.007,-0.007,-0.01,1.0,80.1
12:42:20.948,4941,0,0.0,1546306723,-0.003,-0.007,-0.01,1.0,80.1
12:42:21.949,4942,0,0.0,1546306724,-0.007,-0.007,-0.01,1.0,80.1
12:42:22.948,4943,0,0.0,1546306725,-0.003,-0.01,-0.01,1.0,80.1
12:42:23.949,4944,0,0.0,1546306726,0.007,-0.01,-0.01,1.0,80.1
12:42:24.948,4945,0,0.0,1546306727,0.01,-0.01,-0.01,1.0,80.1
12:42:25.948,4946,0,0.0,1546306728,0.007,-0.007,-0.01,1.0,80.1
12:42:26.949,4947,0,0.0,1546306729,0.007,-0.007,-0.01,1.0,80.1
12:42:27.948,4948,0,0.0,1546306730,0.003,-0.007,-0.01,1.0,80.1
12:42:28.949,4949,0,0.0,1546306731,0.003,-0.01,-0.01,1.0,80.1
12:42:29.948,4950,0,0.0,1546306732,0.003,-0.01,-0.01,1.0,80.1
12:42:30.949,4951,0,0.0,1546306733,0.007,-0.01,-0.01,1.0,80.1
12:42:31.948,4952,0,0.0,1546306734,0.01,-0.01,-0.01,1.0,80.1
12:42:32.948,4953,0,0.0,1546306735,0.007,-0.01,-0.01,1.0,80.1
12:42:33.949,4954,0,0.0,1546306736,0.003,-0.01,-0.01,1.0,80.09
12:42:34.948,4955,0,0.0,1546306737,0.003,-0.01,-0.01,1.0,80.09
12:42:35.949,4956,0,0.0,1546306738,0.003,-0.01,-0.01,1.0,80.09
12:42:36.948,4957,0,0.0,1546306739,0.003,-0.01,-0.01,1.0,80.09
12:42:37.948,4958,0,0.0,1546306740,0.0,-0.01,-0.01,1.0,80.09
12:42:38.949,4959,0,0.0,1546306741,0.0,-0.01,-0.01,1.0,80.09
12:42:39.948,4960,0,0.0,1546306742,0.0,-0.01,-0.01,1.0,80.09
12:42:40.948,4961,0,0.0,1546306743,0.0,-0.01,-0.01,1.0,80.09
12:42:41.949,4962,0,0.0,1546306744,0.003,-0.01,-0.01,1.0,80.09
12:42:42.948,4963,0,0.0,1546306745,0.003,-0.01,-0.01,1.0,80.09
